22,Chethan J,"Jamshedpur, Jharkhand",chethan@gmail.com,linkedin.com/in/chethan,0,"In my current role, I gather and analyse data on sales and marketing, before processing the data and presenting it an easy-to-follow manner to Senior Management. I also manage a team of four and deliver training to colleagues.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2015-2019,,,"Couchbase,Microsoft SQL Server,MongoDB,PostgreSQL,Redis,SQLite","Bash/Shell/PowerShell,HTML/CSS,JavaScript,Python,Swift","Jira,Github,Gitlab,Slack,Trello,Google Suite (Docs, Meet, etc)",MacOS,"Docker,Google Cloud Platform,iOS,Kubernetes,Linux,MacOS,Slack Apps and Integrations,Windows",,
23,Subhiksha U,"Kochi, Kerala",subhiksha8@gmail.com,linkedin.com/in/subhi,0, I am currently working with a Casino based operator(name not to be disclosed) in Macau.I need to segment the customers who visit their property based on the value the patrons bring into the company.Basically prove that the segmentation can be done in much better way than the current system which they have with proper numbers to back it up.Henceforth they can implement target marketing strategy to attract their customers who add value to the business.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,Microsoft SQL Server,"C#,TypeScript","Github,Microsoft Teams",Windows,"Microsoft Azure,Windows",,
24,Arun Kumar,"Kolkata , West Bengal",arun78@gmail.com,linkedin.com/in/arunkumar,0,"While all of these items are part of a successful job search, I want to know what you think is the most important element.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2017-2021,,,"Microsoft SQL Server,Oracle,PostgreSQL,SQLite","Bash/Shell/PowerShell,C,C#,C++,HTML/CSS,Java,JavaScript,Perl,Python,Scala,SQL,TypeScript","Confluence,Jira,Gitlab,Microsoft Teams,Google Suite (Docs, Meet, etc)",Linux-based,"Docker,Kubernetes,Linux,Windows",,
25,Nithya L,"Lucknow, Uttar Pradesh",nithya76@gmail.com,linkedin.com/in/nithya,0,"My engineering days has helped me to gain exposure to multiple cemical engineering research areas and catalised me to evolve as an individual with the blend of knowledge in simulation,waste management and analytical techniques",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"Elasticsearch,PostgreSQL","Bash/Shell/PowerShell,Java,Python,Scala","Confluence,Jira,Github,Gitlab,Slack,Google Suite (Docs, Meet, etc)",MacOS,"AWS,Docker,Linux,MacOS",,
26,Darshana,"Ludhiana, Punjab",darshana56@gmail.com,linkedin.com/in/darshana,0,I am currently an artificial intelligence and data science engineering undergraduate at SIT,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"Microsoft SQL Server,MongoDB,MySQL","HTML/CSS,Java,JavaScript,PHP,SQL","Confluence,Jira,Github,Slack,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",Windows,"Android,AWS,Linux,MacOS,Windows,WordPress",,
27,Manoj  G,"Madurai, Tamil Nadu ",manoj95@gmail.com,linkedin.com/in/manoj,0,"Core member of a team helped in developing automated review platform tool from scratch for assisting E discovery domain, this tool implements predictive coding and topic modelling by automating reviews, resulting in reduced labor costs and time spent during the lawyers review.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2014-2018,,,"Microsoft SQL Server,PostgreSQL","Bash/Shell/PowerShell,SQL","Jira,Trello",Windows,Windows,,
28,Sanjana K,"Mysore, Karnataka",sanjana66@gmail.com,linkedin.com/in/sanjana,0," Understand the end to end flow of the solution, doing research and development for classification models, predictive analysis and mining of the information present in text data. Worked on analyzing the outputs and precision monitoring for the entire tool.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,"MariaDB,MongoDB,MySQL","C,C++,HTML/CSS,Java,JavaScript,PHP,SQL,TypeScript","Confluence,Jira,Github,Gitlab,Slack,Microsoft Teams",Windows,"AWS,Docker",,
29,Fasia begum,"Panaji, Goa",fasia44@gmail.com,linkedin.com/in/fasiabegum,0,"Taking responsibility for the quality of a company product. Working with the departmental manager, production staff and suppliers to ensure quality, they aim to minimize the cost of reworking or waste and maximize customer satisfaction with the product.
",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2017-2021,,,"MongoDB,MySQL","C++,JavaScript,Python,Scala,SQL","Confluence,Jira,Github,Slack,Microsoft Teams,Trello,Google Suite (Docs, Meet, etc)",MacOS,"AWS,Docker,Linux,Microsoft Azure",,
30,Miraaj,"Patna, Bihar",miraaj33@gmail.com,linkedin.com/in/miraaj,0,I'm a software test engineer working at Maxgen technologies from past 1 year.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2017-2021,,,Redis,"Bash/Shell/PowerShell,C","Github,Gitlab",Linux-based,"Android,Arduino,Docker,Linux,Raspberry Pi",,
31,Farash ,"Pune, Maharashtra",farash89@gmail.com,linkedin.com/in/farash,0,Organizations to make informed decisions about all of the information they store. The integrated Information Governance portfolio synthesizes intelligence across unstructured data sources and facilitates action to ensure organizations are best positioned to counter information risk.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,"DynamoDB,Microsoft SQL Server","C#,JavaScript,SQL,TypeScript","Github,Microsoft Teams",Windows,"AWS,Docker",,
32,Bindhu shree,"Varanasi, Uttar Pradesh",bindhu42@gmail.com,linkedin.com/in/bindhushree,0,"I have developed a passion for not only being the voice of those that cannot communicate for themselves, but also teaching people to communicate effectively. In recruiting I am able to do this, by helping people acknowledge the potential within themselves and be able to communicate that effectively to hiring managers. I am able to communicate with people from all walks life that all have one thing in common, they NEED A JOB. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2015-2019,,,"Cassandra,DynamoDB,Elasticsearch,IBM DB2,MongoDB,MySQL,Oracle,PostgreSQL,SQLite","HTML/CSS,Java,JavaScript,Scala,SQL","Confluence,Jira,Github,Gitlab,Facebook Workplace,Trello,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",MacOS,"AWS,Docker,IBM Cloud or Watson,Kubernetes,Linux,MacOS,Windows",,
33,Sagar ,"Agra, Uttar Pradesh",sagar09@gmail.com,linkedin.com/in/sagar,0,"I love to dig into customer problems and solve them with modern technology. I create, scale and optimize business portfolios that matter. To accomplish this, I focus on delivering key outcomes, building amazing teams and quickly adapting to new learnings. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,MySQL,"C,HTML/CSS,Java,JavaScript,PHP,Python,SQL,TypeScript","Github,Stack Overflow for Teams",Windows,WordPress,,
34,Abhishek,"Ahmedabad, Gujarat",abhishek35@gmail.com,linkedin.com/in/abhishek,0,"I have enjoyed many executive positions throughout my career in product management, product marketing, technical sales, engineering, and strategy. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"MongoDB,MySQL,SQLite","C,HTML/CSS,Java,JavaScript,PHP","Github,Gitlab,Slack,Microsoft Teams,Google Suite (Docs, Meet, etc)",MacOS,"Android,Linux,MacOS,Microsoft Azure",,
35,Nitesh S,"Ajmer, Rajasthan",niteshs@gmail.com,linkedin.com/in/nitesh,0,I can successfully scale up software businesses from $5M to $1B in revenue.I put the customer at the center of all that I do.I excel at the execution of big ideas with given constraints. My gut instinct is good but I seek data for my decisions,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"Couchbase,MySQL,Oracle","Java,JavaScript","Confluence,Jira",Linux-based,"Docker,Linux",,
36,Keerthana,"Allahabad, Uttar Pradesh",keerthi76@gmail.com,linkedin.com/in/keerthana,0,"I can align, lead and grow world-class product teams from 10 to 100 people.I love to win, but helping the team win gives me greater joy. I speak tech and exec .I tell great narratives that motivate ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2014-2018,,,"Firebase,IBM DB2,MariaDB,Microsoft SQL Server,MongoDB,MySQL,Oracle,PostgreSQL,SQLite","C,C++,HTML/CSS,Java,JavaScript,PHP,Python","Github,Gitlab,Slack,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",Linux-based,"AWS,Google Cloud Platform,Heroku,IBM Cloud or Watson,Linux,MacOS,Windows",,
37,Namratha O,"Amaravati, Maharashtra",namratha39@gmail.com,linkedin.com/in/namratha,0,"I love applying responsive design principles and watching my web pages shrink into mobile screens and still look amazing. It's oddly satisfying. I think in a way I'm kind of like those web pages; I'm moldable, but I still keep my creative flare intact.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2017-2021,,,MySQL,"Bash/Shell/PowerShell,HTML/CSS,JavaScript,PHP,SQL","Github,Gitlab,Slack,Trello",Windows,"Arduino,Linux,Raspberry Pi,Windows,WordPress",,
38,Deekshith,"Amritsar, Punjab",deekshith@gmail.com,linkedin.com/in/deekshith,0,"I specialise in IT recruitment for global companies. I have experience in the whole recruitment cycle, talent acquisition, client management, career development and assessment centres. With my ability to build strong relationships, great communication skills, passion for candidate care and years of experience in sourcing, I succeed in attracting and hiring great talent.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,Microsoft SQL Server,"C#,HTML/CSS,JavaScript","Github,Microsoft Azure,Trello",Windows,"Microsoft Azure,Windows",,
39,Nisarga H,"Baramula, Jammu and Kashmir",nisarga@gmail.com,linkedin.com/in/nisarga,0,"Starting my career in Human Resources seemed like a mismatch at first given my B.Sc. in Computer Science. However, I immediately recognised the opportunity it presented, to understand the most important asset of any organisation; the people. I was privileged to harness diverse views and opinions to create solutions that foster productivity.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"Firebase,MySQL,Redis,SQLite","HTML/CSS,JavaScript,PHP,SQL","Github,Gitlab,Slack,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",MacOS,"Android,Google Cloud Platform,Heroku,iOS,Linux,MacOS,Windows",,
40,Vignesh K,"Bengaluru, Karnataka",vignesh55@gmail.com,linkedin.com/in/vignesh,0,"I am looking for opportunities in small businesses that could be more successful with efficient management. With the right resources and team members, I can bring struggling companies back from the brink.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,"MongoDB,MySQL","HTML/CSS,JavaScript,SQL","Github,Gitlab,Slack,Trello",Linux-based,"Arduino,Linux",,
41,Harish D,"Bhatpara, West Bengal",hari61@gmail.com,linkedin.com/in/harish,0,"I’ve always been a big people person who loves making new friends. As a real estate agent, this skill proves invaluable, enabling me to develop broad networks of contacts and maximise client satisfaction.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2015-2019,,,"Elasticsearch,Firebase,MongoDB,MySQL,PostgreSQL,Redis,SQLite","HTML/CSS,JavaScript,PHP,TypeScript","Jira,Github,Gitlab,Slack,Trello,Google Suite (Docs, Meet, etc)",Linux-based,"Android,AWS,Docker,Google Cloud Platform,Heroku,iOS,Kubernetes,Linux,MacOS,Windows,WordPress",,
42,Soumya M,"Bhopal , Madhya Pradesh",soumya41@gmail.com,linkedin.com/in/soumya,0,"My studies have provided me with broad proficiency in the use of mechanical engineering methods, tools, software packages and techniques. Alongside this, I have developed sound communication skills while delivering presentations to large audiences at university. As such, I am confident that I can make an instant impact in engineering roles.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"MariaDB,MySQL","Bash/Shell/PowerShell,Java,SQL","Jira,Github",MacOS,MacOS,,
43,Prakruthi K H ,"Bikaner, Rajasthan",prakruthi86@gmail.com,linkedin.com/in/prakruthi,0,"In my current role, I gather and analyse data on sales and marketing, before processing the data and presenting it an easy-to-follow manner to Senior Management. I also manage a team of four and deliver training to colleagues.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"Firebase,MongoDB,MySQL,SQLite","C,HTML/CSS,Java,PHP,Python","Github,Gitlab,Slack,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",MacOS,"Android,Arduino,Heroku,iOS,WordPress",,
44,Anushka U,"Chandigarh , Chandigarh",anushka50@gmail.com,linkedin.com/in/anushka,0, I am currently working with a Casino based operator(name not to be disclosed) in Macau.I need to segment the customers who visit their property based on the value the patrons bring into the company.Basically prove that the segmentation can be done in much better way than the current system which they have with proper numbers to back it up.Henceforth they can implement target marketing strategy to attract their customers who add value to the business.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,"MongoDB,MySQL,PostgreSQL","C,C#,C++,HTML/CSS,JavaScript",Github,Windows,Heroku,,
45,Dheeraj S ,"Chennai, Tamil Nadu ",dheeraj@gmail.com,linkedin.com/in/dheeraj,0,"While all of these items are part of a successful job search, I want to know what you think is the most important element.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2014-2018,,,"MariaDB,Microsoft SQL Server,MongoDB,MySQL,PostgreSQL,Redis","C#,TypeScript","Github,Microsoft Azure",Windows,"Docker,Kubernetes,Linux,MacOS,Microsoft Azure",,
46,Gautham jain,"Coimbatore, Tamil Nadu ",gautham@gmail.com,linkedin.com/in/gautham,0,"My engineering days has helped me to gain exposure to multiple cemical engineering research areas and catalised me to evolve as an individual with the blend of knowledge in simulation,waste management and analytical techniques",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"PostgreSQL,Redis","Bash/Shell/PowerShell,HTML/CSS,Java,JavaScript","Github,Slack,Google Suite (Docs, Meet, etc)",MacOS,"AWS,Docker,Kubernetes,Linux,MacOS",,
47,Krithika,"Delhi, Delhi",krithika@gmail.com,linkedin.com/in/krithika,0,I am currently an artificial intelligence and data science engineering undergraduate at SIT,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,SQLite,Swift,"Jira,Gitlab,Slack",MacOS,"iOS,Windows",,
48,Sachin S,"Dhanbad, Jharkhand",sachin91@gmail.com,linkedin.com/in/sachin,0,"Core member of a team helped in developing automated review platform tool from scratch for assisting E discovery domain, this tool implements predictive coding and topic modelling by automating reviews, resulting in reduced labor costs and time spent during the lawyers review.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2018-2022,,,MySQL,"HTML/CSS,JavaScript,PHP","Github,Gitlab,Slack,Trello,Google Suite (Docs, Meet, etc)",MacOS,"Docker,Linux,MacOS,WordPress",,
49,Yuktha,"Ghandinagar, Gujarat",yuktha11@gmail.com,linkedin.com/in/yuktha,0," Understand the end to end flow of the solution, doing research and development for classification models, predictive analysis and mining of the information present in text data. Worked on analyzing the outputs and precision monitoring for the entire tool.",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2015-2019,,,"MySQL,SQLite","C#,JavaScript","Github,Google Suite (Docs, Meet, etc)",MacOS,"Linux,MacOS,Windows",,
50,Harini K,"Hyderabad, Telangana",harini17@gmail.com,linkedin.com/in/harini,0,"Taking responsibility for the quality of a company product. Working with the departmental manager, production staff and suppliers to ensure quality, they aim to minimize the cost of reworking or waste and maximize customer satisfaction with the product.
",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"Elasticsearch,Firebase,IBM DB2,MySQL,Oracle,PostgreSQL,SQLite","C,C++,HTML/CSS,Java,JavaScript,SQL,TypeScript","Confluence,Jira,Github,Gitlab,Slack",Linux-based,"Android,Google Cloud Platform,Linux,MacOS,Windows",,
51,Likitha P,"Agra, Uttar Pradesh",likithap@gmail.com,linkedin.com/in/likitha,0,I'm a software test engineer working at Maxgen technologies from past 1 year.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"Microsoft SQL Server,MySQL,Oracle","C,HTML/CSS,Java,JavaScript,SQL","Jira,Github,Gitlab,Slack,Google Suite (Docs, Meet, etc)",Linux-based,Linux,,
52,Vishal V,"Ahmedabad, Gujarat",vishal26@gmail.com,linkedin.com/in/vishal,0,Organizations to make informed decisions about all of the information they store. The integrated Information Governance portfolio synthesizes intelligence across unstructured data sources and facilitates action to ensure organizations are best positioned to counter information risk.,,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"Cassandra,MariaDB,MongoDB,MySQL,PostgreSQL,Redis,SQLite","HTML/CSS,JavaScript,Objective-C,PHP,Rust,SQL,Swift,TypeScript","Jira,Github,Slack,Trello,Google Suite (Docs, Meet, etc),Stack Overflow for Teams",MacOS,"AWS,Heroku,iOS,Linux,MacOS,Windows,WordPress",,
53,Nithin T,"Ajmer, Rajasthan",nithin@gmail.com,linkedin.com/in/nithin,0,"I have developed a passion for not only being the voice of those that cannot communicate for themselves, but also teaching people to communicate effectively. In recruiting I am able to do this, by helping people acknowledge the potential within themselves and be able to communicate that effectively to hiring managers. I am able to communicate with people from all walks life that all have one thing in common, they NEED A JOB. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"DynamoDB,Elasticsearch,MariaDB,MongoDB,MySQL,PostgreSQL","Bash/Shell/PowerShell,Go,Java,PHP,SQL,TypeScript","Confluence,Jira,Github,Gitlab,Slack,Microsoft Teams,Trello",Windows,"AWS,Docker,Kubernetes,Linux,Windows",,
54,Sangam T,"Allahabad, Uttar Pradesh",sangam06@gmail.com,linkedin.com/in/sangam,0,"I love to dig into customer problems and solve them with modern technology. I create, scale and optimize business portfolios that matter. To accomplish this, I focus on delivering key outcomes, building amazing teams and quickly adapting to new learnings. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2016-2020,,,"MySQL,Oracle","HTML/CSS,JavaScript,Python,SQL","Confluence,Jira,Github,Slack,Trello,Stack Overflow for Teams",Linux-based,"Linux,Windows",,
55,Divyashree,"Amaravati, Maharashtra",divya10@gmail.com,linkedin.com/in/divya,0,"I have enjoyed many executive positions throughout my career in product management, product marketing, technical sales, engineering, and strategy. ",,Siddaganga Institute of Technology Tumkuru        ,b.tech,2013-2017,,,"DynamoDB,Firebase,Microsoft SQL Server,MySQL,SQLite","C#;Java,JavaScript,Kotlin,SQL,Swift","Jira,Github,Facebook Workplace,Slack,Microsoft Teams,Microsoft Azure,Google Suite (Docs, Meet, etc)",Windows,"Android,Arduino,AWS,IBM Cloud or Watson,iOS,Microsoft Azure",,
